id,comment_pt,annotator1_moralA,annotator1_moralA_rationales,annotator1_moralB,annotator1_moralB_rationales,annotator1_moralC,annotator1_moralC_rationales,annotator2_moralA,annotator2_moralA_rationales,annotator2_moralB,annotator2_moralB_rationales,annotator2_moralC,annotator2_moralC_rationales,hate_label,annotator1_hate_rationales,annotator2_hate_rationales,summary_post,themes_post,politician_gender,politician_party,link_post,comment
6508,Esse é nosso Presidente BOLSONARO 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,This is our President BOLSONARO 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
6509,Sempre cercado pelo povo....,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,Always surrounded by the people....
6510,O maior homem do país,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,The greatest man in the country
6511,E ó nosso presente com certeza outro igual não tem,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,"And our gift, surely there is no one else like it."
6512,Lindo dê se ver 🙏🙏🙏🙏👏👏👏👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,Beautiful to see 🙏🙏🙏🙏👏👏👏👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷
6513,Aquí e brasil 🇧🇷 🇧🇷🇧🇷🇧🇷🇪🇸🇪🇸🇪🇸,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,Here in Brazil 🇧🇷 🇧🇷🇧🇷🇧🇷🇪🇸🇪🇸🇪🇸
6514,Precisa. Urgentemente mudar as regras das eleições!,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,We need to change the election rules urgently!
6515,Coisa mais lindaaaaa😍😍😍,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,So beautiful! 😍😍😍
6516,Esse é o verdadeiro presidente do Brasil eleito pelo povo!,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,"This is the true president of Brazil, elected by the people!"
6517,"Pessoal, vamos orar mais por BOLSONARO!",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,"Guys, let's pray more for Bolsonaro!"
6518,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷Deus padria família vamos mudar essa geração juntos somos mais fortes 👏👏👏👏👏parabéns Bolsonaro siga firme,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,"🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷God, Father, Family, let's change this generation, together we are stronger 👏👏👏👏👏 Congratulations Bolsonaro, keep going strong"
6519,"Popularidade ñ é poder. Evidentemente, o povo brasileiro ñ tem poder nenhum. (Olavo de Carvalho)",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,"Popularity is not power. Clearly, the Brazilian people have no power whatsoever. (Olavo de Carvalho)"
6520,Deus te proteja meu presidente!🍀🇧🇷,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,"May God protect you, my president! 🍀🇧🇷"
6521,Se fosse assim que taria na presidência era ele kkkkkk,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4J-1kor5gc/,"If that were the case, he'd be the president, lol."
6591,"É tão gostoso ouvir uma criança falar um Eu te amo assim, tão sincero e cheio de verdade 🙌❤😍",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"It's so lovely to hear a child say ""I love you"" like that, so sincere and full of truth 🙌❤😍"
6592,Parabéns para esse muleque e principalmente ao pai que tem dado uma educação de excelência,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,Congratulations to this kid and especially to his father who has given him an excellent upbringing.
6593,"Paulinho que Deus te abençoe sempre, exemplo de pai que eu quero ser.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"Paulinho, may God always bless you, the kind of father I want to be."
6594,Não julgo porq ninguém conhece devidamente o que aconteceu . Mas Deus é com vc . Ele nunca abandona . Deus o abençoe,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,I don't judge because no one truly knows what happened. But God is with you. He never abandons you. God bless you.
6595,Emocionante!Eu sou o Pai(para a minha filha)que eu sempre quis ter.Que Deus abençoe esse garoto e seu pai.,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,Amazing! I am the father (to my daughter) that I always wanted to have. May God bless this boy and his father.
6596,Deus abençoe esse menino e a seu pai herói tbm,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,God bless this boy and his heroic father too.
6597,"Por essas e outras que o bem jamais será derrotado.É como dizia Silvio Santos,o mau vence por alguns momentos,mas no final o bem sempre triunfa!🙌🏾🙏🏾",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"For these and other reasons, good will never be defeated. As Silvio Santos used to say, evil wins for a few moments, but in the end good always triumphs! 🙌🏾🙏🏾"
6598,"Eu vi esse vídeo, emocionante mesmo",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"I saw that video, it's really moving."
6599,"Tem que amar pai e mãe apesar de qualquer coisa, bíblia diz isso.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"You have to love your father and mother no matter what, the Bible says so."
6600,"Bem educado e ensinando pelo pai Deus, pátria, família",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"Well-educated and taught by God the Father, country, family."
6601,"Aí de nós,se não fosse o amor que Deus tem por nós",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"Woe to us, if it were not for the love that God has for us."
6602,"Emocionante de mais, Deus é tudo 🙌🙌",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"So exciting, God is everything 🙌🙌"
6603,"Paulinho, eu te saúdo e abençoo com o ampr que sinto pelo meu proprio pai.Que nunca me falrou nem me falta🙏",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"Paulinho, I greet you and bless you with the love I feel for my own father. Who has never failed me nor does he ever fail me. 🙏"
6604,😍😍😍👏👏👏 esse vídeo ganhou meu ❤️,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,😍😍😍👏👏👏 This video won my ❤️
6605,Quem Deus tem tudo e quem não tem Deus não tem nada. Que moleque abençoado 🙌,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"God gives him everything, and he who doesn't have God has nothing. What a blessed kid! 🙌"
6606,"@ricardo_eleuterio30 exatamente, Deus é o princípio para todas as coisas boas acontecerem",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"@ricardo_eleuterio30 Exactly, God is the principle for all good things to happen."
6607,"@luiz_f_gelezov o mundo pode ser melhor, não vamos desistir!",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"@luiz_f_gelezov the world can be better, let's not give up!"
6608,"Ohhh Manu, Laurinha já nasceu com consciência política e espírito solidário. Ela traz a empatia na alma. Você @ducaleindeckeroficial estão criando-a muito bem. Parabéns! Parabéns especial pra nossa Laurinha linda. E força pra vocês, querida♥️🌺🩷",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,"Ohhh Manu, Laurinha was born with political awareness and a spirit of solidarity. She has empathy in her soul. You @ducaleindeckeroficial are raising her very well. Congratulations! Special congratulations to our beautiful Laurinha. And strength to you both, dear ♥️🌺🩷"
6609,"Um abraço, nossa corajosa representante na luta contra as mentiras que assolam o nosso país.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4ncODbBcrm/,A hug to our courageous representative in the fight against the lies that plague our country.
6161,"Eu quero gente honesta e competente na política e não importa o gênero, a cor, a raça, se é gay se é hetero, etc. Temos que ter políticos honestos e competentes, isso é o que importa",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"I want honest and competent people in politics, and it doesn't matter their gender, color, race, whether they're gay or straight, etc. We need honest and competent politicians; that's what matters."
6162,Quero que seja governadora.🌻🌼💕,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,I want her to be governor. 🌻🌼💕
6163,Parabéns pelo seu dia! #Dia Internacional da Mulher,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,Happy Women's Day! #InternationalWomensDay
6164,"Manuela D'Ávila, futura prefeita de Porto Alegre",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"Manuela D'Ávila, future mayor of Porto Alegre"
6165,@fallz.dev podemos ser oque a gente quiser ...quem decide não é você,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,@fallz.dev we can be whatever we want...it's not up to you to decide.
6166,"Neste 08/03/24, queria te agradecer por não desistir desta luta por igualdade de gênero, igualdade de oportunidades, por empoderamento, por sororidade, por uma sociedade mais justa e ainda sobrar tempo para ensinar-nos homens como que se faz com inteligência, disciplina e qualidade!",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"On this 08/03/24, I wanted to thank you for not giving up on this fight for gender equality, equal opportunities, empowerment, sisterhood, a more just society, and for still having time to teach us men how to do it with intelligence, discipline, and quality!"
6167,Vamos mulheres na politica e na vida sem briga e posicao❤️,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,Let's go women in politics and in life without fighting or taking sides ❤️
6168,"Atentas a materialidade (sexo) feminino ,na política",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,Paying attention to the materiality (sex) of women in politics
6169,@valeriaguaitollini não respondo perfil fake da Manuela,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,@valeriaguaitollini I don't respond to fake profiles of Manuela
6170,"Mais mulheres na política, porém mulheres competentes, sábias, que lutem pelo povo, que ame o Brasil, que ame a educação. Mulheres como Damares, Zambele e outras por aí é melhor nem ter.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"More women in politics, but competent, wise women who fight for the people, who love Brazil, who love education. It's better not to have women like Damares, Zambele, and others like them."
6171,"Mas ela não está falando de mulheres de outro partido, Mas PT",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"But she's not talking about women from another party, but the PT (Workers' Party)."
6172,"Depois de Lula,vai ser vc presidenta.Deus eh pai✝👉🏻🚔📲📚📖🍭🍬⏳🪽🌈👂🏻🪔💀❤✝👉🏻⚖🌎🌍🌏❤🇹🇷⛽",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"After Lula, you'll be president. God is our father. ✝👉🏻🚔📲📚📖🍭🍬⏳🪽🌈👂🏻🪔💀❤✝👉🏻⚖🌎🌍🌏❤🇹🇷⛽"
6173,Eu tô acreditando que você tá falando que é fake o abuso de crianças no Marajó. É sério isso?,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,I'm starting to believe you're saying that the child abuse allegations in Marajó are fake. Are you serious?
6174,@ivangleice_costa mulheres votaram contra a investigação dos abusos no Marajó porque será.,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"@ivangleice_costa women voted against the investigation of abuses in Marajó, I wonder why."
6175,"Obrigada, Manu. Você nos inspira ❤️",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"Thank you, Manu. You inspire us ❤️"
6176,Vamos à luta todas juntas e misturadas ❤️❤️❤️❤️❤️,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,Let's all fight together and united ❤️❤️❤️❤️❤️
6177,"Política foi criado pelo homem ent é claro que vai ser um locar de guerra onde vc tem que lutar pra sair vivo,ou se adapta ou não entra simples.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"Politics was created by man, so of course it's going to be a place of war where you have to fight to get out alive; either you adapt or you don't get in, simple as that."
6178,Muita lucidez e amor neste dia das mulheres ❤️😍👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,Lots of clarity and love on this Women's Day ❤️😍👏
6179,"Pois vai ficar querendo, pq a esquerda comanda o Brasil!.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"Well, you'll be left wanting, because the left is in charge of Brazil!"
6180,É isso. Vamos juntas ✊🏾🌻,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,That's it. Let's go together ✊🏾🌻
6181,E o Lula não tem nem uma ministra mulher,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,And Lula doesn't even have a female minister.
6182,"Dia 8 de Março, dia de luta, dia das lutadoras, dias das revolucionárias! Viva o 8 de Março!",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"March 8th, day of struggle, day of the fighters, day of the revolutionaries! Long live March 8th!"
6183,Mais mulheres na política 👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,More women in politics 👏
6184,"@fallz.dev muito bem, você já tem a zambelli, a damares e outras do mesmo naipe. Brilhante",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4QI4HHgfJJ/,"@fallz.dev very good, you already have Zambelli, Damares and others of the same caliber. Brilliant."
6579,"@celhaivandis , agradecemos o apoio e carinho dado à Deputada! Atenciosamente, Equipe da Deputada Federal Carla Zambelli.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"@celhaivandis, we appreciate the support and affection given to the Congresswoman! Sincerely, Team of Federal Congresswoman Carla Zambelli."
6580,"Comercialização de animais silvestres, onde o bem estar animal entra aí?",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,The commercialization of wild animals: where does animal welfare come into play?
6581,"Deus nos ajude, com tantas coisas urgentes COMO O VOTO IMPRESSO . TEMOS ELEIÇÕES ESSE ANO , AJAM LOGO 😢",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"God help us, with so many urgent things like paper ballots. We have elections this year, act quickly 😢"
6582,Parabéns deputada vice é especial merece todos os aplausos 👏👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"Congratulations, Deputy Vice-President! You are special and deserve all the applause! 👏👏"
6583,"Parabéns Deputada Carla, sempre dando voz a que não tem 👏👏👏👏",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"Congratulations, Representative Carla, always giving a voice to those who don't have one! 👏👏👏👏"
6584,Parabéns continue firme e forte e conte conosco,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"Congratulations, stay strong and keep us in check!"
6585,"@elizeu_ribeiro_nascimento vc mesmo pode fazer a pergunta a ela meu jovem, com relação ao nosso presidente estamos n luta juntos somos mais fortes um grande abraço",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"@elizeu_ribeiro_nascimento you can ask her the question yourself, my young friend. Regarding our president, we are in this fight together, we are stronger. A big hug."
6586,Parabéns pelo belíssimo trabalho 👏👏👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,Congratulations on the beautiful work! 👏👏👏
6587,"Parabéns, Deus abençoe e guarde",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"Congratulations, may God bless and protect you."
6588,"Deputada, vamos ao que interessa, voto impresso auditavel. Esqueceu foi?",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"Congresswoman, let's get down to business: auditable printed ballots. Did you forget?"
6589,🙌👏 Parabéns sempre representando nosso povo nossa nação Deus Pátria família e liberdade 👕🗽💚,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"🙌👏 Congratulations, always representing our people, our nation, God, country, family, and freedom 👕🗽💚"
6590,Quero saber do voto impresso e também dos presos políticos que alguns estão com mais de 17 anos de prisão,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tnwBQrp2S/,"I want to know about the printed ballot and also about the political prisoners, some of whom have been imprisoned for more than 17 years."
6454,Muito satisfeita com meu voto em vc pela segunda vez.👏👏👏😍,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,I'm very happy with my second vote for you. 👏👏👏😍
6455,Parabéns vai salvar milhares de vidas,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Congratulations, you'll save thousands of lives!"
6456,Ohhh Glória obrigada por vim na nossa região 👏👏👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Ohhh Glória, thank you for coming to our region! 👏👏👏"
6457,"Parabéns o Eduardo Bolsonaro , só quem por tratamento de câncer sabe o valor desse equipamento. Eu fiz 30 sessões em 2020 , tratando um tumor no cérebro e hoje estou vivo e graças a esse equipamento. Fiz em Brasília com com a equipe do hospital Sarah Kubitschek , DF",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Congratulations to Eduardo Bolsonaro! Only those who have undergone cancer treatment know the value of this equipment. I had 30 sessions in 2020, treating a brain tumor, and today I am alive thanks to this equipment. I had the treatment in Brasília with the team from the Sarah Kubitschek Hospital, DF."
6458,Maravilhoso....como seria bom se tivessemos mais parlamentares como vc,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,Wonderful...how good it would be if we had more parliamentarians like you.
6459,👏👏👏👏🇧🇷🇧🇷parabéns pelo seu trabalho 🇧🇷,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,👏👏👏👏🇧🇷🇧🇷 Congratulations on your work! 🇧🇷
6460,Que maravilha!! Graças a Deus!!,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,How wonderful!! Thank God!!
6461,Não acredito que vc esteve aqui e eu não fiquei sabendo 😭😭😭😭😭😭,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,I can't believe you were here and I didn't know 😭😭😭😭😭😭
6462,Deus abençoe sempre você tenha uma ótima noite,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,May God always bless you and have a great night.
6463,Que maravilha. Que Deus te abençoe. 👏👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,How wonderful! May God bless you. 👏👏
6464,"Agradecemos, o hospital de base, socorre milhares de pessoas da cidade e toda a região.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,We are grateful that the main hospital provides care to thousands of people from the city and the entire region.
6465,"Até, agora! Só vejo as boas notícias! Vindo do filho do Bolsonario!! Mas dos outros! Não vejo nada, a ser feito, para o povo do país! Parabéns Eduardo 👏👏👏",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,Until now! I only see good news! Coming from Bolsonaro's son!! But from the others! I don't see anything being done for the people of the country! Congratulations Eduardo 👏👏👏
6466,"Deus abençoe, que muitosss sejam beneficiados..",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"God bless, may many be blessed."
6467,Todos políticos deveriam mostrar pra onde estão indo suas verbas públicas. Parabéns Eduardo Bolsonaro,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"All politicians should show where their public funds are going. Congratulations, Eduardo Bolsonaro."
6468,"Parabéns Eduardo. O povo precisa muito de vcs deputados do bem, que tem compromisso com o povo brasileiro 👏👏👏",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Congratulations Eduardo. The people really need you, good representatives, who are committed to the Brazilian people 👏👏👏"
6469,A Marnha Do Brasil está produzindo esses aparelhos Parabéns MARINHA DO BRASIL🇧🇷🇧🇷🇧🇷🇧🇷,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"The Brazilian Navy is producing these devices. Congratulations, Brazilian Navy! 🇧🇷🇧🇷🇧🇷🇧🇷"
6470,"Parabéns , fico feliz em você estar empenhado em busca de novas tecnologias e inovações ao combate do câncer.",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Congratulations, I'm glad you're committed to seeking new technologies and innovations in the fight against cancer."
6471,"Parabéns, saúde merece tudo investimento",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Congratulations, health deserves every investment."
6472,Parabéns pela iniciativa. Mas seria de suma importância dispor desse equipamento em todo o país.👏👏👏👏👏👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,Congratulations on the initiative. But it would be extremely important to have this equipment available throughout the country. 👏👏👏👏👏👏
6473,"E isso aí, trabalhar para o bem do povo, saúde e tudo.Parabéns!!!!!👏👏👏👏👏👏👏👏👏",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"That's it, working for the good of the people, health and everything. Congratulations!!!!! 👏👏👏👏👏👏👏👏👏"
6474,Parabéns Dep. Eduardo e sos pacientes que precisam de assistência 👏👏👏,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,Congratulations to Representative Eduardo and to the patients who need assistance! 👏👏👏
6475,Espetacular ação @bolsonarosp parabéns pra vc toda equipe 🙌,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Spectacular action @bolsonarosp, congratulations to you and the whole team 🙌"
6476,Que maravilha! Imaginemos os milhões gastos com compra de deputados o que poderia ser feito nos hospitais do país.,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,How wonderful! Imagine what millions spent on buying votes from members of parliament could be done in the country's hospitals.
6477,"Nosso presidente Bolsonaro, faz a diferença! 👏👏👏👏👏👏👏👏👏👏",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,Our president Bolsonaro makes a difference! 👏👏👏👏👏👏👏👏👏👏
6478,Parabéns pelo engajamento com país e de pessoas assim que precisamos..😍😍,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,Congratulations on your engagement with the country; it's people like you that we need! 😍😍
6479,Obrigada meu Deus meu irmão estava com câncer na garganta foi tratado no HB e ficou curado,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Thank you, my God, my brother had throat cancer, was treated at HB and was cured."
6480,👏👏👏 se candidata a presidente @bolsonarosp,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,👏👏👏 He's running for president @bolsonarosp
6481,"Parabéns!Deus permaneça o abençoando @bolsonarosp por realizar tal feito ,Deus abençoe os profissionais desse hospital e cada um dos pacientes!🙏🏽🙏🏽🙏🏽",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Congratulations! May God continue to bless you @bolsonarosp for achieving such a feat, may God bless the professionals at this hospital and each of the patients! 🙏🏽🙏🏽🙏🏽"
6482,Agora vai deus abençoe sempre 🙌,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Now go, may God always bless you 🙌"
6483,"Hospital de Base em São José do Rio Preto, é filantrópico, mantido vom doações. Atende SUS. Excelente atendimento a saúde. Obrigada a esses excelentes servidores da saúde",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Hospital de Base in São José do Rio Preto is a philanthropic institution, maintained through donations. It serves patients through the SUS (Brazilian public healthcare system). Excellent healthcare service. Thank you to these excellent healthcare workers."
6484,"Obrigado Eduardo Bolsonaro, Deus te abençoe sempre!🙏 Quem usa sabe o que isso significa...",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,https://www.instagram.com/p/C4tzQ6YrvgD/,"Thank you Eduardo Bolsonaro, may God always bless you! 🙏 Those who use it know what this means..."
